,ENTREZID,SYMBOL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,newPadj
11016,9148,NEURL1,2.35247974605935,2.92293771359001,1.44881676564419,2.01746541239836,0.0436469669803954,0.0735532221336293,1
11017,987,LRBA,275.730885461497,0.284097106203605,0.140847621397851,2.01705292133489,0.0436899908873624,0.0736184306807227,1
11018,91526,ANKRD44,66.8116383591263,-0.551633491685332,0.273489568791829,-2.01701839716314,0.0436935934734003,0.0736184306807227,1
11019,6785,ELOVL4,49.2860944664945,-0.662969014284418,0.328804613695189,-2.01630082629865,0.0437685285750014,0.0737379947786846,1
11020,3991,LIPE,57.6865629664651,-0.593058311512285,0.294430988076272,-2.01425235634048,0.0439830453079581,0.0740859850402664,1
11021,100101267,POM121C,24.032691984722,0.849245708691037,0.421618368721308,2.01425215715018,0.0439830662103413,0.0740859850402664,1
11022,6730,SRP68,803.663586994969,-0.192478875143311,0.0955813124805212,-2.01377099924775,0.0440335818434053,0.0741643452495895,1
11023,157,GRK3,261.675851920965,0.278734417193317,0.138475771565699,2.01287498918952,0.0441277823583986,0.0743162616076668,1
11024,6755,SSTR5,3.06030896820499,-3.08916551927513,1.53525796163742,-2.01214753251004,0.0442043873605806,0.0744385202251287,1
11025,388323,GLTPD2,17.7261238011739,0.979533547155559,0.486933775942293,2.01163606952508,0.0442583142693388,0.0745225710744677,1
11026,9970,NR1I3,9.54505944382077,1.38239906212911,0.687321966636318,2.01128310927472,0.0442955615622499,0.0745785239290411,1
11027,2700,GJA3,60.916319682031,-0.56066040188063,0.278922528746388,-2.01009364284953,0.0444212787769975,0.0747834061137373,1
11028,100506436,SPAG5-AS1,13.7055323720726,1.1354875226227,0.565100230228808,2.00935597241386,0.0444993958764388,0.0749081234176832,1
11029,51324,SPG21,692.497608671863,-0.211397058182619,0.105220576310738,-2.00908477785106,0.0445281436955088,0.074949719789956,1
11030,93621,MRFAP1,1150.40044753772,-0.185646239758338,0.0924114887993941,-2.00890865595009,0.04454682178443,0.0749743607983825,1
11031,152217,NCBP2AS2,129.435120918029,0.384733213097124,0.191554291854804,2.00848129985387,0.0445921712561713,0.0750438824403557,1
11032,163126,EID2,115.410223934197,-0.430851971198944,0.214586085978665,-2.00782809022287,0.0446615627412772,0.0751538479631136,1
11033,133746,JMY,93.016875923168,-0.483789114416397,0.240957554655611,-2.00777732454935,0.0446669594711981,0.075156116706546,1
11034,148156,ZNF558,9.01009510802204,1.40987456058355,0.70224921703782,2.00765558206044,0.0446799037517983,0.0751710833105297,1
11035,388564,TMEM238,13.4326662067003,1.1305640811771,0.563201329843865,2.00738887014086,0.0447082729797599,0.075211996338583,1
11036,123283,TARS3,83.353462798723,-0.491081113079841,0.244676027750446,-2.00706672245273,0.0447425589776652,0.0752628547355361,1
11037,326340,ZAR1,2.39351494444988,2.94496549348986,1.46775732275039,2.00643897178545,0.0448094338478045,0.0753661902853062,1
11038,6793,STK10,497.649540685761,-0.242175760646572,0.120700800810093,-2.00641386818637,0.0448121099099983,0.0753661902853062,1
11039,22932,POMZP3,41.085385955392,0.657100860321041,0.327618190757138,2.00569101124226,0.0448892248361119,0.0754890451904685,1
11040,10785,WDR4,126.220923535015,-0.391420859479852,0.195177279086001,-2.00546324507055,0.044913546279019,0.0755231044496113,1
11041,31,ACACA,829.473832224972,-0.184645256022887,0.0920815028264797,-2.00523721219924,0.0449376936212386,0.0755568648115816,1
11042,100287171,WASHC1,77.0660004626862,-0.526014831365034,0.262426104524168,-2.00443028455117,0.0450239879222347,0.0756951015928605,1
11043,10940,POP1,168.222140457721,-0.343308054434541,0.17136925230175,-2.00332352404759,0.0451425741124185,0.0758875981004199,1
11044,3696,ITGB8,11.5688255849069,1.21336344711148,0.605704136535511,2.00322793575695,0.0451528284639298,0.07589796338323,1
11045,53834,FGFRL1,276.864849054407,-0.312189279073211,0.155849301298864,-2.00314840343456,0.0451613618883468,0.075905434322795,1
11046,347734,SLC35B2,446.501573534667,-0.245158756648528,0.122414150729148,-2.00269948521691,0.045209554090992,0.0759795547841006,1
11047,100131814,AHI1-DT,2.0323943474087,3.3208618702769,1.65833473588779,2.00252807736013,0.0452279664756323,0.0760036181455271,1
11048,284390,ZNF763,10.1019257328605,1.43390042292793,0.716311962165121,2.00178204283204,0.0453081780768682,0.0761315186295241,1
11049,3174,HNF4G,18.7122177404316,0.975180858502374,0.487173029705589,2.00171355768956,0.0453155474182964,0.0761370098898773,1
11050,100506810,LINC01132,1.98627704939519,3.30409070601246,1.65109954985608,2.00114566459694,0.0453766944688102,0.0762289829589518,1
11051,729747,ZNF878,9.62067447464619,1.37782689384575,0.688524809957148,2.00112889749246,0.0453785008984797,0.0762289829589518,1
11052,84812,PLCD4,199.958441998522,0.331683097634269,0.165793623459569,2.00057813269974,0.0454378720910659,0.0763175269687705,1
11053,6095,RORA,8.14821632899016,1.4445317948329,0.722062396689345,2.00056366521243,0.0454394325353275,0.0763175269687705,1
11054,23070,CMTR1,385.896412334748,0.250629519520864,0.125336758642664,1.99964896360062,0.0455381827939032,0.0764764633061352,1
11055,150244,ZDHHC8P1,16.1445498479944,-1.1054083754221,0.552846197633998,-1.99948625884176,0.0455557671666906,0.0764990738744861,1
11056,100133286,CBR1-AS1,2.43425898534716,2.97077595302012,1.48629823496126,1.99877513350982,0.0456326894519739,0.0766213139459518,1
11057,5309,PITX3,1.98853249935329,3.2972221643119,1.64983259491088,1.99851922824329,0.0456603974387281,0.0766609042283213,1
11058,23165,NUP205,1133.42459198318,-0.211928661011715,0.106070966364197,-1.99798934879177,0.0457178148800122,0.0767503631246651,1
11059,388394,RPRML,2.75966606168558,2.70623774144247,1.35473846474853,1.99760899381034,0.0457590674279591,0.0768126709225638,1
11060,10614,HEXIM1,532.827202710443,-0.211430103774208,0.105901629467362,-1.99647639831047,0.0458820922601252,0.0770122206796531,1
11061,23007,PLCH1,2.43651443530526,2.96529365645101,1.48570119356709,1.99588831811563,0.0459460805445738,0.0771126515893199,1
11062,574036,SERTAD4-AS1,9.56351526191479,1.31790373275623,0.660398188149512,1.99561984936557,0.0459753172804056,0.0771495411099888,1
11063,728613,PDCD6P1,59.4096790926641,0.556509629204082,0.278866904412166,1.99561016527641,0.0459763721880956,0.0771495411099888,1
11064,5929,RBBP5,258.490381455623,-0.283331041517483,0.141987940197386,-1.9954584954441,0.0459928965541273,0.0771702938928795,1
11065,353324,SPATA12,3.21355199031182,2.56691245330638,1.28664054355624,1.99505018411086,0.0460374067677716,0.0772379954122831,1
11066,54878,DPP8,296.651092166029,0.263102474730616,0.131897319398901,1.99475225068757,0.0460699075212999,0.0772855379744633,1
11067,5361,PLXNA1,327.424968015881,-0.284959971770715,0.142865354457925,-1.99460515008653,0.0460859614533106,0.0773054837281339,1
11068,115,ADCY9,113.514448252102,-0.436425530946223,0.218825638534563,-1.9943985260086,0.0461085194800439,0.0773363349862248,1
11069,29781,NCAPH2,732.05243203852,0.20302123290088,0.101801834398018,1.99427872887949,0.0461216024985232,0.0773487280300648,1
11070,330,BIRC3,1349.69524020591,0.166347625828137,0.0834161185143969,1.99419043694088,0.046131246842918,0.0773487280300648,1
11071,136332,LRGUK,5.22104753190848,1.90309834150746,0.954324918684896,1.99418280320085,0.0461320807747717,0.0773487280300648,1
11072,440905,FAR2P1,3.16633275703349,2.55643427845332,1.28194871123573,1.99417828189792,0.0461325747009738,0.0773487280300648,1
11073,283219,KCTD21,107.314089009339,-0.421970455148836,0.211671481555581,-1.99351585791227,0.0462049888309174,0.0774631457289939,1
11074,83648,FAM167A,5.84028189202575,1.70564099228156,0.85572331654137,1.99321551640705,0.0462378527527465,0.0775112424148443,1
11075,22927,HABP4,362.012640801713,-0.253257711618651,0.127078362128431,-1.99292552545411,0.0462696027720329,0.0775574632830717,1
11076,93058,COQ10A,113.721109851278,-0.428665070501074,0.215100151977574,-1.99286270400109,0.0462764832752782,0.0775619930951846,1
11077,23141,ANKLE2,668.132830798363,-0.197446358071001,0.0990806636471271,-1.99278396816356,0.0462851080137842,0.0775694452620647,1
