,ENTREZID,SYMBOL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,newPadj
4691,9524,TECR,139.546196523856,0.92443912608109,0.182612389483511,5.06230233718377,4.14223439723701e-07,1.63923341185904e-06,0.00589729911134632
4692,80205,CHD9,712.088423369056,-0.517298905825883,0.102213163188529,-5.06098128351375,4.17104163980274e-07,1.65028169226978e-06,0.00593789487842318
4693,100463285,MTRNR2L4,11.328927181118,3.85157918258616,0.761164649153514,5.06011306078057,4.19007949238192e-07,1.65746080751285e-06,0.00596457815740567
4694,6781,STC1,246.257205653912,-0.753123759687358,0.148872461321093,-5.05885207380964,4.21787901165654e-07,1.66810195936071e-06,0.00600372898519191
4695,4802,NFYC,541.607883780729,-0.58203671044871,0.115098004097843,-5.05687926572498,4.26172852714394e-07,1.68508473648349e-06,0.00606571821268396
4696,285126,DNAJC5G,10.1593607070613,6.6809477060277,1.32159989675863,5.05519690370246,4.29946946574513e-07,1.69944522175146e-06,0.00611900494364847
4697,100506211,MIR210HG,36.4475529011525,-2.27441187910176,0.449917201677859,-5.05517875426831,4.29987837026859e-07,1.69944522175146e-06,0.00611915690872923
4698,8065,CUL5,398.678791923729,-0.614663981788502,0.121595859472447,-5.05497460567546,4.30448039822645e-07,1.7009019606785e-06,0.00612527560667624
4699,207107,SFTA1P,201.932662148034,0.885069595253969,0.175103257649582,5.05455813406498,4.31388346573695e-07,1.70425479161397e-06,0.0061382247833971
4700,170261,ZCCHC12,10.3874440159692,4.76279086948744,0.942328504114406,5.05427868168276,4.32020402875078e-07,1.7063886721219e-06,0.00614678629210661
4701,79018,GID4,97.967662481608,-1.21108342290659,0.239629536929393,-5.05398223618582,4.3269187018145e-07,1.70867727675993e-06,0.00615590723707149
4702,7490,WT1,62.0278823375778,-1.51649471380962,0.300111623634822,-5.05310222723964,4.34691080471878e-07,1.71620697955762e-06,0.00618391531079294
4703,146909,KIF18B,1051.85749609573,-0.458844081546301,0.0908222849709704,-5.0521089806644,4.3695825008428e-07,1.72479118744728e-06,0.00621573110744888
4704,23786,BCL2L13,561.715153151,0.561228735258994,0.11110793593125,5.05120296363228,4.39036256208016e-07,1.73262522539235e-06,0.00624485170830282
4705,10633,RASL10A,18.0953997774876,2.78459599411496,0.551321469841434,5.05076647008837,4.40040780813804e-07,1.73621311576351e-06,0.00625870002551473
4706,57159,TRIM54,10.3520431334731,4.77218047968717,0.944852884918675,5.05071271502539,4.40164643285396e-07,1.73621311576351e-06,0.0062600215568049
4707,80207,OPA3,335.222083222161,-0.675295117560456,0.13370364029818,-5.05068609990305,4.40225982325944e-07,1.73621311576351e-06,0.00626045369465724
4708,64420,SUSD1,76.6431982657254,1.21915814971888,0.241476368874767,5.04876794114437,4.44668482038869e-07,1.75336144871911e-06,0.00632318581459271
4709,4179,CD46,885.373388116871,0.550159081110126,0.108975785587105,5.04845253600286,4.45403095613577e-07,1.75588512783403e-06,0.00633318661652946
4710,222487,ADGRG3,11.4206100453477,5.94577677600795,1.17796744023322,5.04748821820643,4.47656367463521e-07,1.76439337698361e-06,0.00636477823259634
4711,113179,ADAT3,82.4887659631639,-1.33938194930573,0.26543022006735,-5.04607933853905,4.50968203742849e-07,1.77706935561075e-06,0.00641141495261208
4712,10575,CCT4,3975.52645075408,-0.336315158456186,0.0666576333923608,-5.04541102556949,4.52547451675198e-07,1.78252736452904e-06,0.00643341457301462
4713,6300,MAPK12,304.066782857275,-0.684357018564726,0.135640265464837,-5.04538247709443,4.52615031435787e-07,1.78252736452904e-06,0.00643392267185971
4714,6613,SUMO2,782.848575579989,0.491648965153401,0.0974455456302137,5.04537136073013,4.52641348652764e-07,1.78252736452904e-06,0.00643392267185971
4715,158798,AKAP14,10.2060492047816,6.6855284382581,1.32512563704205,5.04520345193952,4.53039040577357e-07,1.78371511119365e-06,0.00643904388372598
4716,29904,EEF2K,144.279409887226,-1.01448157670162,0.20114444188111,-5.04354764772095,4.56978905651289e-07,1.79877264001149e-06,0.00649458420711612
4717,26173,INTS1,728.657180139507,-0.571514681291731,0.113316743644192,-5.04351486737259,4.57057236745001e-07,1.79877264001149e-06,0.0064952403913832
4718,9757,KMT2B,765.825217333806,-0.505870409847134,0.100308015906547,-5.04317033165557,4.5788131442809e-07,1.80163389593961e-06,0.00650649347802316
4719,57505,AARS2,190.249440394964,-0.906711848981461,0.179799831242765,-5.04289599558757,4.58538509848364e-07,1.803837443701e-06,0.00651537368643541
4720,606293,KLKP1,6.58920527542057,7.02632744641535,1.39347700737132,5.0422988030997,4.59972282961482e-07,1.80909437730868e-06,0.00653528619631674
4721,348840,ANKRD18DP,10.4366088897873,5.20716884512547,1.03316543037966,5.04001459206003,4.65496352228069e-07,1.83043301901332e-06,0.00661330667610418
4722,55858,TMEM165,193.202573590695,-0.917282577346613,0.182014102414428,-5.03962366200643,4.66448156671418e-07,1.83378728937912e-06,0.00662636251367417
4723,164284,APCDD1L,12.6639845398575,3.52693974000826,0.699966831607311,5.03872409483956,4.68645484024341e-07,1.84203573267581e-06,0.00665710910056577
4724,440738,MAP1LC3C,6.71906610518674,7.04687602345424,1.39899074888191,5.0371140974922,4.72603092648853e-07,1.85719809736099e-06,0.00671285432798431
4725,23641,LDOC1,141.927696287592,0.978168999158881,0.194216658741684,5.03648351020129,4.74161937127255e-07,1.8629295663133e-06,0.0067345219930184
4726,64105,CENPK,267.652501903798,-0.777135884619806,0.15430332976933,-5.0364168147347,4.74327101483033e-07,1.86318415402688e-06,0.00673639349526203
4727,23174,ZCCHC14,430.18227109296,0.641409655522824,0.127420302444906,5.0338104934271,4.8082501488066e-07,1.88830877432718e-06,0.00682819603632025
4728,64795,RMND5A,265.620852414652,0.714721448549087,0.142028169747741,5.03225134716948,4.84753130984982e-07,1.9033327249588e-06,0.00688349445998674
4729,124961,ZFP3,11.2905802003805,5.91959693518481,1.17636949977741,5.03208977817337,4.85161953542749e-07,1.90453510373601e-06,0.00688881457835349
4730,801,CALM1,4716.37922653323,0.353678052935919,0.0702854537072934,5.0320234740011,4.85329821061758e-07,1.90478233532e-06,0.00689071279943483
4731,10282,BET1,267.261388492715,-0.742103841926005,0.147477389200265,-5.03198385834099,4.85430145895223e-07,1.90478233532e-06,0.00689165178127448
4732,401109,LINC00885,6.67779132873142,7.04035120631179,1.39927757576551,5.03141858931039,4.86863844332599e-07,1.91000431238173e-06,0.00691151913414558
4733,57151,LYZL6,6.6743418999313,7.03982780197543,1.39927829135275,5.03104196318925,4.87821351567409e-07,1.91335634280528e-06,0.00692462408549937
4734,196549,EEF1DP3,302.252972442593,0.704121512424094,0.139968194145117,5.03058224566412,4.88992565957096e-07,1.91701226265245e-06,0.00694076048119503
4735,23428,SLC7A8,9.97770779923841,6.64953510943377,1.32182441863646,5.03057366446079,4.89014453903138e-07,1.91701226265245e-06,0.00694076048119503
4736,9134,CCNE2,126.582299942578,-1.06190881297735,0.211091800141003,-5.03055453725833,4.89063244770631e-07,1.91701226265245e-06,0.00694078556978479
4737,7270,TTF1,568.016250586587,-0.63105377262597,0.125450975665824,-5.03028190316328,4.89759207514844e-07,1.91933500703094e-06,0.00695017291384315
4738,10216,PRG4,23.5978576197953,2.31849670308438,0.460963043782404,5.02968021917788,4.91298529301756e-07,1.92496114351157e-06,0.00697152613079192
4739,55100,WDR70,223.099585902225,-0.80365439726188,0.159787066464922,-5.02953346000821,4.9167469874485e-07,1.92602850970656e-06,0.00697637230049067
4740,54812,AFTPH,616.608647278458,0.517198004569596,0.102835705549391,5.02936214427186,4.9211416234964e-07,1.92734331431619e-06,0.00698211573541669
4741,10555,AGPAT2,557.332499270119,-0.588172487765064,0.116958618824814,-5.02889392568885,4.93317182271134e-07,1.93164736799859e-06,0.00699869086488058
4742,1233,CCR4,11.1448803913252,5.89597384307209,1.17302670148691,5.02629124775969,5.0005626172476e-07,1.95762219372806e-06,0.00709379812882744
4743,4690,NCK1,67.9834902401917,-1.41602576045316,0.281746816243271,-5.02588025424396,5.01128525987949e-07,1.96140627375929e-06,0.00710850814113906
4744,55632,G2E3,340.383751834207,-0.670110833372048,0.133340274383228,-5.02556962981876,5.0194040250238e-07,1.96416982125931e-06,0.00711952266909376
4745,23265,EXOC7,564.434818220006,0.547241235915858,0.108912212219464,5.02460857936791,5.04460333479103e-07,1.9736146745429e-06,0.00715476090973411
4746,83543,AIF1L,91.7524571871558,1.1274610273813,0.224399079924133,5.02435672981585,5.05122712671297e-07,1.97578972567003e-06,0.00716365031110434
4747,29115,SAP30BP,544.791625797756,-0.538298346396453,0.107153168697229,-5.02363441922531,5.07027087753826e-07,1.98272520475568e-06,0.00719015113143701
4748,90338,ZNF160,207.049321772108,-0.909210118855417,0.180987644430522,-5.02360325046634,5.07109419962292e-07,1.98272520475568e-06,0.0071908115750653
4749,9908,G3BP2,528.047926889336,-0.588617726126214,0.117178212018037,-5.02326939444689,5.07992108931682e-07,1.985758161762e-06,0.00720282011254232
4750,10204,NUTF2,1899.2710074969,-0.397090198512089,0.0790716822424195,-5.02190148547343,5.11624249346338e-07,1.99953527681377e-06,0.00725380860723237
4751,81627,TRMT1L,221.034300871291,-0.853458881890497,0.169961333919611,-5.02148848922407,5.12725770770357e-07,2.00341848212606e-06,0.00726891325221135
4752,3895,KTN1,5151.95447650732,-0.508072861997495,0.101185383606565,-5.0212080429819,5.13475065299824e-07,2.0059240556031e-06,0.00727902252569031
4753,254173,TTLL10,11.519212763417,5.95251352029447,1.18554330299338,5.02091615318054,5.14256056071189e-07,2.00855237216612e-06,0.00728957959480911
4754,255520,ELMOD2,161.294018831722,-0.93636219080383,0.186550014133331,-5.01936274384086,5.1843172132081e-07,2.02443552263347e-06,0.00734825121800116
4755,140680,C20orf96,590.915897321089,-0.559728855185486,0.111562476402603,-5.01717847464731,5.24358526820808e-07,2.04714862079947e-06,0.00743173340063131
4756,351,APP,4924.76489184644,0.38925183086996,0.0776014903144342,5.0160355077299,5.27485842760684e-07,2.05892497582198e-06,0.00747552936360441
4757,5507,PPP1R3C,85.0693079966395,-1.2765636620924,0.254550433485832,-5.01497343615193,5.30407932739279e-07,2.06989549366659e-06,0.00751641081484832
4758,1241,LTB4R,411.174923744593,-0.63818726864632,0.12727676060599,-5.01416963794321,5.32629802286278e-07,2.07812939252679e-06,0.00754736429839656
4759,5289,PIK3C3,172.976303719063,-0.986411045992506,0.196813696288409,-5.01190244680445,5.38945264043643e-07,2.10232819535747e-06,0.00763631544623438
4760,442245,GSTM2P1,14.5131615092787,2.96441469029523,0.591683347813381,5.01013709655764,5.43912740077443e-07,2.12125968630203e-06,0.00770615570141722
4761,58515,SELENOK,219.55846661508,0.757996202425334,0.151304511352857,5.00973960160126,5.45037315092464e-07,2.12519905847018e-06,0.00772154364291494
4762,55755,CDK5RAP2,652.677551497951,-0.523653816972439,0.104529611137232,-5.00962178348641,5.45371071341873e-07,2.12605387828445e-06,0.00772572659662897
4763,23527,ACAP2,329.955925629464,-0.701862344482068,0.14011199520859,-5.00929519586943,5.46297262268236e-07,2.12921737911978e-06,0.00773830072002956
4764,254187,TSGA10IP,9.88945336756954,6.6405166865065,1.32567493565207,5.00915911428935,5.46683632259798e-07,2.13027601789901e-06,0.00774322696732779
4765,100527964,LHX4-AS1,57.6350866875022,-1.55034027788229,0.309517498852434,-5.00889378994832,5.4743771287799e-07,2.13276677898573e-06,0.00775336032749097
4766,113000,RPUSD1,366.449735507076,-0.668129078252321,0.133401435285042,-5.00840996818897,5.48815369439031e-07,2.1376853794096e-06,0.00777232326199555
4767,55284,UBE2W,286.41324811624,-0.704412453250051,0.140687191677528,-5.00694089384234,5.53018994511353e-07,2.15360700946271e-06,0.00783130198127527
4768,2207,FCER1G,14.4103909597253,3.05023711188042,0.6092973071535,5.00615557638101,5.55278825382875e-07,2.16195388305531e-06,0.00786274816742152
4769,1633,DCK,157.96811139278,-0.937681507226422,0.187324929821962,-5.00564184445506,5.56761955540852e-07,2.16727383993717e-06,0.00788319252850293
4770,57587,CFAP97,189.546327049685,-0.869113718755395,0.173643528717382,-5.00516042938716,5.58155253699974e-07,2.17224195590908e-06,0.00790236208188424
4771,10269,ZMPSTE24,1128.96814886465,0.41967304547003,0.0838839247783374,5.0030210982499,5.643876121906e-07,2.19603681255634e-06,0.00799003542578232
4772,26999,CYFIP2,288.93128004905,0.684571748921218,0.13687181231277,5.00155391642569,5.68700573044525e-07,2.21235486965603e-06,0.00805052531201829
4773,7531,YWHAE,13611.2608832885,0.397077490658164,0.0794043374950278,5.00070277247799,5.71217159891826e-07,2.2216517593581e-06,0.0080855788982688
4774,55359,STYK1,121.368178130061,-1.04511789818778,0.208995792512431,-5.00066477714195,5.71329751086812e-07,2.2216517593581e-06,0.00808660129688274
4775,8239,USP9X,2063.2634766513,-0.471508692220632,0.0942937598908248,-5.00042306899793,5.720465035077e-07,2.22397304526009e-06,0.00809617416414448
4776,56204,FAM214A,80.5249265601432,1.16892984766597,0.233773088411072,5.00027550481129,5.72484510982679e-07,2.22520989570403e-06,0.00810180079942688
4777,503834,DPRX,9.84612225507217,6.63568940124913,1.32717301840895,4.99986762027768,5.73696897088305e-07,2.22945555736807e-06,0.0081183847906966
4778,9061,PAPSS1,317.643139790436,0.663495840357544,0.132704321935012,4.99980581402971,5.73880824296041e-07,2.22970356262698e-06,0.00812041366378899
4779,23268,DNMBP,786.313470630818,0.482724725847802,0.0965670075664029,4.99885766384408,5.76709528760636e-07,2.24022508723843e-06,0.00815986312243423
4780,6643,SNX2,414.362302104888,-0.63827849582332,0.12774498002875,-4.99650550401019,5.83785099497356e-07,2.26723568767132e-06,0.00825939158768859
4781,57787,MARK4,395.334762568143,-0.638275077931456,0.127751072035073,-4.99624048365105,5.84587537325001e-07,2.26987723131172e-06,0.00827015989053679
4782,23761,PISD,315.715820105313,-0.677316467768926,0.135580699620443,-4.99567025148174,5.86317712786307e-07,2.27611920120556e-06,0.0082940503650751
4783,9248,GPR50,6.54793049896525,7.01970863222672,1.40518501709511,4.99557606068012,5.86603977336758e-07,2.27675438747221e-06,0.00829751325942844
4784,28316,CDH20,10.9302609471249,3.79861848137223,0.760597282940205,4.99425723253716,5.9062633558468e-07,2.29188697612751e-06,0.00835381889050972
4785,140733,MACROD2,68.306934887437,1.34299980911704,0.268942369076082,4.99363418910434,5.9253582076034e-07,2.29881608706268e-06,0.00838023411301348
4786,22908,SACM1L,389.503948728576,-0.627663060764431,0.125753884848315,-4.99120215269312,6.00046564098008e-07,2.32746853654731e-06,0.00848585850947403
4787,3612,IMPA1,249.922549219232,-0.757630491374506,0.151794731006228,-4.99115144743344,6.00204127184857e-07,2.32759336057232e-06,0.00848748656252106
4788,57217,TTC7A,340.109790571206,-0.710802854205372,0.142413979696756,-4.99110309057365,6.00354429934285e-07,2.32768998272766e-06,0.00848901163927079
4789,60312,AFAP1,588.401424097667,-0.52846730804542,0.105961875990738,-4.98733438894203,6.12180566856755e-07,2.3729123550524e-06,0.00865562103478766
4790,10578,GNLY,6.50406865090984,7.01265157850829,1.40611178794925,4.9872646247678,6.12401588723123e-07,2.3729123550524e-06,0.00865813366136752
4791,213,ALB,6.50406865090984,7.01265157850829,1.40611178794925,4.9872646247678,6.12401588723123e-07,2.3729123550524e-06,0.00865813366136752
4792,92483,LDHAL6B,11.3355345497147,3.67205269473011,0.736335397213002,4.9869294734827,6.13464463803716e-07,2.37653470493576e-06,0.00867193366032932
4793,148423,C1orf52,240.972247671739,0.71305471551208,0.143023366232118,4.98558196675944,6.17755824969659e-07,2.39265994882887e-06,0.00873197858594613
4794,57794,SUGP1,230.313541825646,-0.768710268703176,0.154192255038084,-4.98540129991166,6.18333383934022e-07,2.39439735906366e-06,0.00873952404852347
4795,2788,GNG7,10.3769485265915,5.19441726602865,1.04205345279792,4.98478964978388,6.20292584046091e-07,2.40147228149409e-06,0.00876659509032341
4796,7769,ZNF226,163.092111130641,-0.943263516786587,0.189229846768464,-4.984750201382,6.20419147923166e-07,2.40147228149409e-06,0.00876776339845018
4797,246,ALOX15,9.79269750619261,6.61742643767485,1.32755562071743,4.98466982053733,6.206771140184e-07,2.40196996969722e-06,0.008770788298194
4798,4324,MMP15,127.864954648123,-1.0196240617094,0.204558124134852,-4.98452000389496,6.21158196228454e-07,2.40285637882441e-06,0.00877696531270805
4799,419,ART3,9.74797330093717,6.61262043957146,1.32663190434134,4.98451787412318,6.2116503781396e-07,2.40285637882441e-06,0.00877696531270805
4800,255043,TMEM86B,184.695844216127,-1.01635483227937,0.203904221389951,-4.98447175517601,6.21313206114878e-07,2.40292882464929e-06,0.008777912975991
4801,392,ARHGAP1,1282.35727468623,-0.428087090377927,0.0858943575960933,-4.98387906212593,6.23220410822186e-07,2.40977999785344e-06,0.00880423474368502
4802,55090,MED9,76.6976362862088,-1.36645787275463,0.274177682672299,-4.98384062275353,6.23344298087277e-07,2.40977999785344e-06,0.00880536155478088
4803,122481,AK7,36.5440409034755,1.73962116275708,0.349137831496089,4.98262005954106,6.27290449468281e-07,2.42453048176747e-06,0.00886047759873947
4804,783,CACNB2,41.167956645085,1.6735258875587,0.335907986998319,4.98209614636844,6.28991666736997e-07,2.43039845153016e-06,0.00888387830099335
4805,140459,ASB6,231.520372543321,-0.766567966152367,0.153865295555807,-4.98207190506019,6.29070489097307e-07,2.43039845153016e-06,0.00888436251752127
4806,116841,SNAP47,146.340483644253,-1.0616526890356,0.213168581347699,-4.98034317404374,6.34716196571186e-07,2.45170026490793e-06,0.00896346212797828
4807,439927,LINC01555,10.1524651431142,5.17051171349959,1.03826561749787,4.97995082025358,6.3600433227351e-07,2.4561648479978e-06,0.00898101717603423
4808,1463,NCAN,9.93524233759423,5.1289163270277,1.0301528606562,4.97879152008625,6.39825165158765e-07,2.47040648211467e-06,0.00903433133204177
4809,60528,ELAC2,632.72292032632,-0.574091672190575,0.115338358860107,-4.9774565709478,6.44252309055266e-07,2.48698271268496e-06,0.00909619835155131
4810,55297,CCDC91,354.308124409795,-0.674638031918505,0.135543740692231,-4.97727175355411,6.44867547872892e-07,2.48884015773646e-06,0.00910424004086949
4811,1286,COL4A4,16.9868477965602,2.82984742468228,0.568876825419645,4.97444666091782,6.54342776090019e-07,2.52488449289859e-06,0.0092373569700628
4812,10713,USP39,1089.04561844718,0.446504787811086,0.08976325421021,4.97424911496022,6.55010331262848e-07,2.52693511836316e-06,0.00924612583610637
4813,26071,RTL8A,1120.86536954528,0.483352911991797,0.0971835731662391,4.97360712560948,6.57184302540923e-07,2.53479521969036e-06,0.00927615643036513
4814,10161,LPAR6,22.4011977052273,2.38768182291681,0.480138105958079,4.97290632275973,6.59565372134336e-07,2.54345067891604e-06,0.00930910566230402
4815,7762,ZNF215,71.7678647555843,-1.37249825659051,0.27602835977569,-4.97230885154646,6.61601922288339e-07,2.55077426487242e-06,0.00933718792925532
4816,6361,CCL17,6.45761973125433,7.00510193142089,1.40891853534592,4.97197088098566,6.62756616327651e-07,2.55469556177461e-06,0.00935282136961581
4817,219670,ENKUR,15.4257862535231,2.89689642093759,0.582758779134639,4.97100434117749,6.66069578819217e-07,2.56693287548266e-06,0.00939890782671798
4818,23462,HEY1,15.4369271904547,3.16124642914087,0.636182849041649,4.96908464901718,6.7269700514759e-07,2.59193590775423e-06,0.0094917547426325
4819,5930,RBBP6,2026.1312102628,0.622506350668968,0.125285230997495,4.96871295772617,6.73987531358322e-07,2.59636948166339e-06,0.00950929007993457
4820,9128,PRPF4,526.848377368697,-0.534979768611995,0.107672456083491,-4.96858517091096,6.74431762860791e-07,2.59754175222982e-06,0.00951488331044004
4821,10363,HMG20A,292.798687103496,-0.709874494827809,0.142880711558178,-4.96830178885805,6.75417904481297e-07,2.60080024451168e-06,0.00952812037851766
4822,2877,GPX2,14.1521998935151,3.10667686406151,0.625388565550432,4.9675946046874,6.77884899713298e-07,2.60975845671457e-06,0.00956224439535578
4823,5266,PI3,6.36033313431936,6.97084723376991,1.40391059151898,4.96530710422783,6.85924400895645e-07,2.64016184495682e-06,0.00967496367463308
4824,23161,SNX13,206.830718235176,-0.840288833782464,0.169238111755931,-4.96512768349897,6.86558852392626e-07,2.64205608122237e-06,0.0096832260541456
4825,100128788,SRRM2-AS1,10.2460961255525,4.40555049159772,0.887316488281994,4.96502719128737,6.8691445095599e-07,2.64287665648642e-06,0.00968755450183232
4826,256227,STEAP1B,92.8430558046044,-1.21778000663608,0.245285342650282,-4.96474837623031,6.87901986621765e-07,2.64612774132749e-06,0.00970079381534013
4827,55243,KIRREL1,252.421833935716,1.03104842346654,0.207680702782558,4.96458462270347,6.88482623123451e-07,2.64781259906023e-06,0.00970829346866378
4828,374969,SVBP,100.66280818134,1.06324612963479,0.214204616400973,4.963693815284,6.91649525302888e-07,2.65944113250265e-06,0.00975225830677072
4829,6646,SOAT1,623.004398825113,-0.505891730962964,0.101935914374097,-4.9628409581571,6.94694659907123e-07,2.6705967418753e-06,0.00979450001003053
4830,84905,ZNF341,86.8883344362943,-1.27363206602424,0.256639227273462,-4.96273340422398,6.95079598313878e-07,2.67152332569334e-06,0.00979923217702906
4831,7442,TRPV1,26.714051727468,2.09889291453132,0.423040751860652,4.96144379778969,6.99711170068056e-07,2.68876799030085e-06,0.00986382836444939
4832,60677,CELF6,10.6570569043145,5.83381045703957,1.17587533069166,4.96124912630667,7.00412903299602e-07,2.69090752004425e-06,0.00987302028491119
4833,100505929,LINC01549,6.31819600066401,6.96390440125779,1.40392434165384,4.96031316976399,7.03796228575739e-07,2.70278717155151e-06,0.00992000784177504
4834,284111,SLC13A5,6.31819600066401,6.96390440125779,1.40392434165384,4.96031316976399,7.03796228575739e-07,2.70278717155151e-06,0.00992000784177504
4835,58485,TRAPPC1,3197.26071015236,0.496703395696191,0.100139432218575,4.96011795445407,7.04503881061856e-07,2.70449436051243e-06,0.00992857319580473
4836,646282,AZGP1P1,6.31647128626395,6.96363211717505,1.40392690692917,4.96011016158006,7.04532144335171e-07,2.70449436051243e-06,0.00992857319580473
4837,1370,CPN2,6.54275635576507,7.01880447724517,1.41553665557726,4.95840531546172,7.10741631172417e-07,2.72776672339978e-06,0.0100150603248505
4838,2800,GOLGA1,227.750202335713,0.732397444772162,0.14771823597299,4.9580706129342,7.11966880482115e-07,2.73190433428483e-06,0.010031613345993
4839,64853,AIDA,151.214122610972,0.885804235375684,0.178684626400479,4.95736120795508,7.14570538685713e-07,2.74132826620409e-06,0.010067584319543
4840,6093,ROCK1,662.245178588884,-0.709780155617682,0.143181179572942,-4.95721684745649,7.15101492801881e-07,2.74279837032523e-06,0.0100743498305929
4841,285759,LINC02880,6.36205784871942,6.97116837836855,1.40636856661515,4.95685735862739,7.16425335623985e-07,2.7473083930022e-06,0.0100922837029351
4842,3709,ITPR2,266.997657890133,-0.76158957993192,0.153671011954617,-4.95597426114975,7.19687436538288e-07,2.75924774306005e-06,0.0101375172310783
4843,348378,SHISAL2A,6.2743341526086,6.95667754051089,1.4039493343508,4.95507734524317,7.2301522790573e-07,2.77143396465868e-06,0.0101836694850522
4844,221710,SMIM13,245.999954360406,0.757890099750966,0.152953886581891,4.95502348248729,7.23215543913733e-07,2.7716295122243e-06,0.010185767720481
4845,51561,IL23A,20.9321002384474,2.41328680290323,0.48711221162349,4.95427284579876,7.26012738631439e-07,2.78177512486151e-06,0.0102244373981466
4846,3005,H1-0,1539.89068246586,-0.417250632767285,0.0842317691672071,-4.95360167419739,7.28522636403919e-07,2.7908159765172e-06,0.01025905576584
4847,1800,DPEP1,10.6529292054687,5.84042942146873,1.17944492932447,4.95184580157877,7.35128462278697e-07,2.81554049386048e-06,0.0103513438773463
4848,953,ENTPD1,215.706677024798,-0.790583123064385,0.159664688678468,-4.95152140155709,7.36355197284869e-07,2.81965715395964e-06,0.010367881177771
4849,8439,NSMAF,219.90728591663,0.79597753351022,0.16076646427509,4.95114162707598,7.3779383954098e-07,2.82458338569576e-06,0.0103873994668975
4850,9352,TXNL1,670.090100598949,-0.503233584766564,0.101644645265845,-4.95091092551299,7.38669093080079e-07,2.82735114308012e-06,0.0103989834923814
4851,100507027,MRLN,9.82889018302495,6.62207179804196,1.33763463604649,4.95058338023761,7.39913478334622e-07,2.83153036730652e-06,0.0104157620345165
4852,10643,IGF2BP3,768.681030920723,-0.481073765579497,0.0972187159531226,-4.94836576335223,7.48391760851921e-07,2.86338512952495e-06,0.0105343624257516
4853,5859,QARS1,1838.70007606929,0.387935550972521,0.0784046079885332,4.94786672524728,7.5031251797246e-07,2.87014250641681e-06,0.0105606486904624
4854,8632,DNAH17,58.6896584603182,1.40010614576094,0.282975900753815,4.94779287575803,7.5059716173322e-07,2.87063982497229e-06,0.0105639044542333
4855,1039,CDR2,148.679864416496,-0.929820827454071,0.187944168288301,-4.94732470777042,7.52404079172503e-07,2.87695763661346e-06,0.0105885826061946
4856,255758,DYNLT2B,24.8001459543149,2.13696216772197,0.43199115985742,4.94677291180513,7.54539143146781e-07,2.88452731741698e-06,0.0106178748223615
4857,6674,SPAG1,352.020447157974,0.611326590491383,0.123634561801632,4.9446253667501,7.62904333417545e-07,2.91590612426669e-06,0.0107348268755183
4858,23192,ATG4B,678.232068571112,-0.535550463720045,0.10831390948564,-4.94442926363994,7.63672636774118e-07,2.91824183389764e-06,0.0107448739994118
4859,374897,SBSN,10.5643431521579,5.8316739653264,1.17993042960966,4.94238797388723,7.71714499416122e-07,2.94836550054762e-06,0.0108572512922854
4860,135293,PM20D2,490.627146517846,-0.564967295122246,0.114343913019936,-4.94094770942239,7.77437581314977e-07,2.96961960072659e-06,0.0109369918939391
4861,9924,PAN2,214.522262094906,0.847837351504671,0.171668346250792,4.93881003703536,7.86007340115345e-07,3.00173632213562e-06,0.0110567652534026
4862,339403,RXFP4,10.5628580158226,5.83034002728927,1.18076934824567,4.9377467631182,7.9030373502493e-07,3.01752335191337e-06,0.0111164123368607
4863,486,FXYD2,75.0127829816377,1.22266965362506,0.247648055581424,4.9371259982417,7.92822522649872e-07,3.02616296412025e-06,0.0111510487810704
4864,283578,TMED8,40.7248488773454,1.62376668634579,0.328890198742114,4.93710877537888,7.92892515485934e-07,3.02616296412025e-06,0.0111512403377942
4865,8660,IRS2,608.431437288349,-0.538460645403603,0.109068569158801,-4.93690024134833,7.93740459602941e-07,3.02877654513237e-06,0.0111623720833962
4866,125972,CALR3,6.44891918763021,6.98584189595707,1.41529845740856,4.93594962913216,7.97616931560508e-07,3.04294301633565e-06,0.0112160892916039
4867,3273,HRG,6.23133466175321,6.9495126764209,1.40818359721418,4.93508992021293,8.01138409563012e-07,3.05574962710659e-06,0.0112648071768655
4868,8487,GEMIN2,130.766530308853,0.950455012581925,0.192595324783675,4.93498486346689,8.01569760858665e-07,3.05676685303621e-06,0.0112700708376728
4869,9559,VPS26A,793.282556587395,-0.493365659852758,0.0999899705053542,-4.93415146898498,8.04999520578853e-07,3.06912040552908e-06,0.0113174882598181
4870,7503,XIST,9.84000878304814,6.62306423040771,1.34230515626455,4.93409728741474,8.0522298860333e-07,3.06912040552908e-06,0.0113198247737856
4871,26824,RNU11,10.3837921795998,5.79694215501975,1.17487865115635,4.93407736136345,8.05305187208152e-07,3.06912040552908e-06,0.011320175016585
4872,112942,CFAP36,439.115204415444,0.60611725189948,0.122844802866288,4.93400809604633,8.05590982185713e-07,3.06957943212142e-06,0.0113233868456024
4873,1995,ELAVL3,10.4681584904877,5.8088708928307,1.17749209700977,4.93325679856557,8.08697186797691e-07,3.08078279821718e-06,0.0113662389604415
4874,117247,SLC16A10,9.7167954545172,5.10535276565248,1.03491882753355,4.9330948764549,8.09368155659472e-07,3.08270628675881e-06,0.0113748600596382
4875,54498,SMOX,987.638036037224,-0.445401785921513,0.0903062229027117,-4.93212728431076,8.13388829300919e-07,3.0973846619779e-06,0.0114305532181658
